arrival_id,crop_id,district_id,market_id,variety,arrival_tonnes,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal,arrival_date
1688,1688,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1689,1689,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1690,1690,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1691,1691,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1692,1692,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1693,1693,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1694,1694,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1695,1695,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1696,1696,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1697,1697,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1698,1698,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1699,1699,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1700,1700,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1701,1701,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1702,1702,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1703,1703,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1704,1704,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1705,1705,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1706,1706,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1707,1707,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1708,1708,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1709,1709,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1710,1710,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1711,1711,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1712,1712,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1713,1713,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1714,1714,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1715,1715,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1716,1716,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1717,1717,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1718,1718,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1719,1719,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1720,1720,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1721,1721,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1722,1722,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1723,1723,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1724,1724,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1725,1725,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1726,1726,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1727,1727,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1728,1728,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1729,1729,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1730,1730,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1731,1731,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1732,1732,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1733,1733,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1734,1734,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1735,1735,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1736,1736,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1737,1737,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1738,1738,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1739,1739,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1740,1740,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1741,1741,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1742,1742,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1743,1743,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1744,1744,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1745,1745,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1746,1746,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1747,1747,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1748,1748,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1749,1749,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1750,1750,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1751,1751,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1752,1752,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1753,1753,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1754,1754,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1755,1755,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1756,1756,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1757,1757,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1758,1758,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1759,1759,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1760,1760,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1761,1761,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1762,1762,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1763,1763,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1764,1764,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1765,1765,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1766,1766,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1767,1767,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1768,1768,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1769,1769,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1770,1770,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1771,1771,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1772,1772,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1773,1773,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1774,1774,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1775,1775,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1776,1776,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1777,1777,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1778,1778,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1779,1779,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1780,1780,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1781,1781,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1782,1782,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1783,1783,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1784,1784,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1785,1785,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1786,1786,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1787,1787,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1788,1788,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1789,1789,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1790,1790,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1791,1791,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1792,1792,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1793,1793,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1794,1794,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1795,1795,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1796,1796,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1797,1797,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1798,1798,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1799,1799,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1800,1800,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1801,1801,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1802,1802,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1803,1803,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1804,1804,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1805,1805,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1806,1806,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1807,1807,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1808,1808,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1809,1809,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1810,1810,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1811,1811,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1812,1812,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1813,1813,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1814,1814,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1815,1815,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1816,1816,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1817,1817,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1818,1818,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1819,1819,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1820,1820,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1821,1821,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1822,1822,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1823,1823,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1824,1824,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1825,1825,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1826,1826,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1827,1827,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1828,1828,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1829,1829,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1830,1830,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1831,1831,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1832,1832,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1833,1833,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1834,1834,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1835,1835,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1836,1836,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1837,1837,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1838,1838,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1839,1839,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1840,1840,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1841,1841,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1842,1842,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1843,1843,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1844,1844,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1845,1845,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1846,1846,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1847,1847,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1848,1848,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1849,1849,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1850,1850,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1851,1851,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1852,1852,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1853,1853,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1854,1854,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1855,1855,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1856,1856,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1857,1857,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1858,1858,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1859,1859,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1860,1860,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1861,1861,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1862,1862,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1863,1863,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1864,1864,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1865,1865,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1866,1866,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1867,1867,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1868,1868,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1869,1869,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1870,1870,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1871,1871,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1872,1872,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1873,1873,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1874,1874,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1875,1875,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1876,1876,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1877,1877,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1878,1878,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1879,1879,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1880,1880,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1881,1881,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1882,1882,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1883,1883,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1884,1884,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1885,1885,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1886,1886,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1887,1887,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1888,1888,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1889,1889,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1890,1890,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1891,1891,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1892,1892,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1893,1893,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1894,1894,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1895,1895,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1896,1896,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1897,1897,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1898,1898,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1899,1899,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1900,1900,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1901,1901,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1902,1902,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1903,1903,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1904,1904,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1905,1905,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1906,1906,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1907,1907,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1908,1908,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1909,1909,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1910,1910,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1911,1911,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1912,1912,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1913,1913,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1914,1914,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1915,1915,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1916,1916,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1917,1917,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1918,1918,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1919,1919,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1920,1920,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1921,1921,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1922,1922,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1923,1923,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1924,1924,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1925,1925,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1926,1926,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1927,1927,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1928,1928,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1929,1929,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1930,1930,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1931,1931,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1932,1932,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1933,1933,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1934,1934,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1935,1935,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1936,1936,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1937,1937,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1938,1938,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1939,1939,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1940,1940,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1941,1941,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1942,1942,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1943,1943,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1944,1944,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1945,1945,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1946,1946,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1947,1947,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1948,1948,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1949,1949,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1950,1950,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1951,1951,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1952,1952,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1953,1953,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1954,1954,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1955,1955,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1956,1956,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1957,1957,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1958,1958,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1959,1959,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1960,1960,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1961,1961,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1962,1962,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1963,1963,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1964,1964,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1965,1965,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1966,1966,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1967,1967,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1968,1968,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1969,1969,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1970,1970,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1971,1971,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1972,1972,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1973,1973,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1974,1974,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1975,1975,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1976,1976,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1977,1977,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1978,1978,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1979,1979,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1980,1980,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1981,1981,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1982,1982,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1983,1983,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1984,1984,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1985,1985,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1986,1986,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1987,1987,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1988,1988,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1989,1989,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1990,1990,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1991,1991,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1992,1992,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1993,1993,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
1994,1994,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
1995,1995,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
1996,1996,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
1997,1997,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
1998,1998,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
1999,1999,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
2000,2000,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
2001,2001,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
2002,2002,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
2003,2003,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
2004,2004,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
2005,2005,Hyderabad,Erragadda(Rythu Bazar),Other,3,2800,2800,2800,7/14/2022
2006,2006,Ranga Reddy,Mehndipatnam(Rythu Bazar),Other,0.3,280,2800,2800,7/14/2022
2007,2007,Surat,Surat,Other,1,4000,7500,5750,7/14/2022
2008,2008,Wayanad,Kalpetta,Other,13,2400,2500,2500,7/14/2022
2009,2009,Idukki,Kattappana,Other,4.9,1800,2300,2100,7/14/2022
2010,2010,Kollam,Kollam,Other,0.3,5000,5500,5300,7/14/2022
